Province,District,LocalLevel,Ward,Population2021,Female,Density,SourceFile
15,Koshi,KatahariGaunpalika,5,4206,2102,656.115673536434,WardPopulationEast.xlsx
15,Koshi,KatahariGaunpalika,6,7935,3982,667.294632823546,WardPopulationEast.xlsx
15,Koshi,KatahariGaunpalika,7,5298,2704,493.632071735977,WardPopulationEast.xlsx
3,Koshi,KerabariGaunpalika,1,1994,1021,74.7883936664507,WardPopulationEast.xlsx
3,Koshi,KerabariGaunpalika,2,2192,1129,67.6382214208766,WardPopulationEast.xlsx
3,Koshi,KerabariGaunpalika,3,3390,1743,100.49657760239,WardPopulationEast.xlsx
3,Koshi,KerabariGaunpalika,4,1682,844,62.3872314627488,WardPopulationEast.xlsx
3,Koshi,KerabariGaunpalika,5,3892,2053,192.823803533749,WardPopulationEast.xlsx
3,Koshi,KerabariGaunpalika,6,3991,2067,136.607191480394,WardPopulationEast.xlsx
3,Koshi,KerabariGaunpalika,7,4169,2202,480.335785707332,WardPopulationEast.xlsx
3,Koshi,KerabariGaunpalika,8,4088,2163,166.218146028496,WardPopulationEast.xlsx
3,Koshi,KerabariGaunpalika,9,5564,2988,379.94081827671,WardPopulationEast.xlsx
3,Koshi,KerabariGaunpalika,10,3542,1879,1285.68389889632,WardPopulationEast.xlsx
2,Koshi,LetangMunicipality,1,3722,1958,76.826365190267,WardPopulationEast.xlsx
2,Koshi,LetangMunicipality,2,5202,2725,513.855122489548,WardPopulationEast.xlsx
2,Koshi,LetangMunicipality,3,5615,2982,317.944858791996,WardPopulationEast.xlsx
2,Koshi,LetangMunicipality,4,2846,1538,502.974903920483,WardPopulationEast.xlsx
2,Koshi,LetangMunicipality,5,5661,3024,295.808919038651,WardPopulationEast.xlsx
2,Koshi,LetangMunicipality,6,3575,1913,364.946626428281,WardPopulationEast.xlsx
2,Koshi,LetangMunicipality,7,3164,1554,72.4187841874912,WardPopulationEast.xlsx
2,Koshi,LetangMunicipality,8,3813,1989,189.623841102681,WardPopulationEast.xlsx
2,Koshi,LetangMunicipality,9,4554,2431,102.073108418205,WardPopulationEast.xlsx
8,Koshi,MiklajungGaunpalika,1,3042,1484,65.6659070187594,WardPopulationEast.xlsx
8,Koshi,MiklajungGaunpalika,2,2792,1428,121.390855729446,WardPopulationEast.xlsx
8,Koshi,MiklajungGaunpalika,3,3956,2075,232.526508668548,WardPopulationEast.xlsx
8,Koshi,MiklajungGaunpalika,4,3340,1769,283.07498079921,WardPopulationEast.xlsx
8,Koshi,MiklajungGaunpalika,5,1639,852,113.802682257704,WardPopulationEast.xlsx
8,Koshi,MiklajungGaunpalika,6,6202,3248,179.283831338837,WardPopulationEast.xlsx
8,Koshi,MiklajungGaunpalika,7,4778,2529,931.413428650183,WardPopulationEast.xlsx
8,Koshi,MiklajungGaunpalika,8,2445,1293,2131.98792832684,WardPopulationEast.xlsx
1,Koshi,MiklajungGaunpalika,9,4973,2601,892.04785882504,WardPopulationEast.xlsx
7,Koshi,Pathari ShanishchareMunicipality,1,10605,5652,6731.59380401382,WardPopulationEast.xlsx
7,Koshi,Pathari ShanishchareMunicipality,2,8600,4560,1324.10035079421,WardPopulationEast.xlsx
7,Koshi,Pathari ShanishchareMunicipality,3,7319,3883,596.288833218608,WardPopulationEast.xlsx
7,Koshi,Pathari ShanishchareMunicipality,4,7926,4239,1106.51868782464,WardPopulationEast.xlsx
7,Koshi,Pathari ShanishchareMunicipality,5,6091,3187,443.157340718367,WardPopulationEast.xlsx
7,Koshi,Pathari ShanishchareMunicipality,6,6859,3593,566.324584819843,WardPopulationEast.xlsx
7,Koshi,Pathari ShanishchareMunicipality,7,5391,2920,652.83273216856,WardPopulationEast.xlsx
7,Koshi,Pathari ShanishchareMunicipality,8,5785,3058,706.186498910446,WardPopulationEast.xlsx
7,Koshi,Pathari ShanishchareMunicipality,9,6749,3604,1718.97059411587,WardPopulationEast.xlsx
7,Koshi,Pathari ShanishchareMunicipality,10,7126,3771,1214.35060445724,WardPopulationEast.xlsx
11,Koshi,RangeliMunicipality,1,7757,4041,448.494352365078,WardPopulationEast.xlsx
11,Koshi,RangeliMunicipality,2,8855,4604,400.30340783196,WardPopulationEast.xlsx
11,Koshi,RangeliMunicipality,3,5631,2951,328.510147848235,WardPopulationEast.xlsx
11,Koshi,RangeliMunicipality,4,3417,1731,456.91726200521,WardPopulationEast.xlsx
11,Koshi,RangeliMunicipality,5,6337,3217,568.659970771039,WardPopulationEast.xlsx
11,Koshi,RangeliMunicipality,6,6994,3495,1065.54113995839,WardPopulationEast.xlsx
11,Koshi,RangeliMunicipality,7,6345,3161,1876.01617542836,WardPopulationEast.xlsx
11,Koshi,RangeliMunicipality,8,5628,2930,542.441100611837,WardPopulationEast.xlsx
11,Koshi,RangeliMunicipality,9,6530,3390,401.118709638582,WardPopulationEast.xlsx
9,Koshi,RatuwamaiMunicipality,1,5020,2523,434.653372161213,WardPopulationEast.xlsx
9,Koshi,RatuwamaiMunicipality,2,5320,2902,480.465900197118,WardPopulationEast.xlsx
9,Koshi,RatuwamaiMunicipality,3,5186,2741,392.150338915893,WardPopulationEast.xlsx
9,Koshi,RatuwamaiMunicipality,4,7048,3674,425.358230630464,WardPopulationEast.xlsx
9,Koshi,RatuwamaiMunicipality,5,8240,4274,350.507446730631,WardPopulationEast.xlsx
9,Koshi,RatuwamaiMunicipality,6,6508,3419,401.955400614829,WardPopulationEast.xlsx
9,Koshi,RatuwamaiMunicipality,7,5541,2928,381.81231096294,WardPopulationEast.xlsx
9,Koshi,RatuwamaiMunicipality,8,6701,3591,575.991066078579,WardPopulationEast.xlsx
9,Koshi,RatuwamaiMunicipality,9,5808,3022,554.963825588858,WardPopulationEast.xlsx
9,Koshi,RatuwamaiMunicipality,10,5767,3066,429.605295013763,WardPopulationEast.xlsx
4,Koshi,SundarharaichaMunicipality,1,7335,3775,563.034278079521,WardPopulationEast.xlsx
4,Koshi,SundarharaichaMunicipality,2,7671,3904,616.417931196638,WardPopulationEast.xlsx
4,Koshi,SundarharaichaMunicipality,3,9324,4918,1192.63101385532,WardPopulationEast.xlsx
4,Koshi,SundarharaichaMunicipality,4,10008,5150,1577.94410028964,WardPopulationEast.xlsx
4,Koshi,SundarharaichaMunicipality,5,10304,5417,1179.06149725706,WardPopulationEast.xlsx
4,Koshi,SundarharaichaMunicipality,6,10919,5761,856.29343126714,WardPopulationEast.xlsx
4,Koshi,SundarharaichaMunicipality,7,10781,5579,1054.93768274391,WardPopulationEast.xlsx
4,Koshi,SundarharaichaMunicipality,8,8202,4358,955.174906360368,WardPopulationEast.xlsx
4,Koshi,SundarharaichaMunicipality,9,12423,6593,1225.55463425486,WardPopulationEast.xlsx
4,Koshi,SundarharaichaMunicipality,10,14230,7654,2356.41321121494,WardPopulationEast.xlsx
4,Koshi,SundarharaichaMunicipality,11,10154,5413,889.182811747722,WardPopulationEast.xlsx
4,Koshi,SundarharaichaMunicipality,12,8862,4673,3359.87643298047,WardPopulationEast.xlsx
10,Koshi,SunwarshiMunicipality,1,5145,2723,405.874891135598,WardPopulationEast.xlsx
10,Koshi,SunwarshiMunicipality,2,3958,2074,590.576147467968,WardPopulationEast.xlsx
10,Koshi,SunwarshiMunicipality,3,2830,1487,349.640543576146,WardPopulationEast.xlsx
10,Koshi,SunwarshiMunicipality,4,7398,3843,433.656174078662,WardPopulationEast.xlsx
10,Koshi,SunwarshiMunicipality,5,5628,2936,622.792891927949,WardPopulationEast.xlsx
10,Koshi,SunwarshiMunicipality,6,7590,3960,489.527055592795,WardPopulationEast.xlsx
10,Koshi,SunwarshiMunicipality,7,7033,3694,637.94918702524,WardPopulationEast.xlsx
10,Koshi,SunwarshiMunicipality,8,8285,4241,488.717959184588,WardPopulationEast.xlsx
10,Koshi,SunwarshiMunicipality,9,8167,4081,873.625993940777,WardPopulationEast.xlsx
8,Koshi,UrlabariMunicipality,1,8804,4643,676.993404927718,WardPopulationEast.xlsx
8,Koshi,UrlabariMunicipality,2,8413,4458,1007.29109694994,WardPopulationEast.xlsx
8,Koshi,UrlabariMunicipality,3,7302,3816,2443.26404282906,WardPopulationEast.xlsx
8,Koshi,UrlabariMunicipality,4,9790,5169,1127.30575191927,WardPopulationEast.xlsx
8,Koshi,UrlabariMunicipality,5,5535,2969,2027.29727393529,WardPopulationEast.xlsx
8,Koshi,UrlabariMunicipality,6,5670,3021,2223.67416859294,WardPopulationEast.xlsx
8,Koshi,UrlabariMunicipality,7,10719,5651,3788.34332519635,WardPopulationEast.xlsx
8,Koshi,UrlabariMunicipality,8,7851,4212,384.976888637479,WardPopulationEast.xlsx
8,Koshi,UrlabariMunicipality,9,6824,3613,521.584773882606,WardPopulationEast.xlsx
2,Koshi,BarahachhetraMunicipality,1,5980,3116,174.853908536026,WardPopulationEast.xlsx
2,Koshi,BarahachhetraMunicipality,2,8042,4235,504.810418955612,WardPopulationEast.xlsx
2,Koshi,BarahachhetraMunicipality,3,9866,5232,449.044324352371,WardPopulationEast.xlsx
2,Koshi,BarahachhetraMunicipality,4,6113,3217,436.894383480775,WardPopulationEast.xlsx
2,Koshi,BarahachhetraMunicipality,5,10338,5490,741.83465224617,WardPopulationEast.xlsx
2,Koshi,BarahachhetraMunicipality,6,6714,3528,219.96694402028,WardPopulationEast.xlsx
2,Koshi,BarahachhetraMunicipality,7,11113,5864,1154.70477514533,WardPopulationEast.xlsx
2,Koshi,BarahachhetraMunicipality,8,9642,5152,374.183815917396,WardPopulationEast.xlsx
2,Koshi,BarahachhetraMunicipality,9,7130,3737,232.901844285355,WardPopulationEast.xlsx
2,Koshi,BarahachhetraMunicipality,10,7899,4221,538.29727148228,WardPopulationEast.xlsx
2,Koshi,BarahachhetraMunicipality,11,8250,4298,760.748897813165,WardPopulationEast.xlsx
12,Koshi,BarjuGaunpalika,1,4830,2392,746.336346131946,WardPopulationEast.xlsx
12,Koshi,BarjuGaunpalika,2,4619,2252,488.023559524875,WardPopulationEast.xlsx
12,Koshi,BarjuGaunpalika,3,5104,2513,679.040530630795,WardPopulationEast.xlsx
12,Koshi,BarjuGaunpalika,4,5895,2966,476.856677267526,WardPopulationEast.xlsx
12,Koshi,BarjuGaunpalika,5,8398,4207,424.522605424335,WardPopulationEast.xlsx
12,Koshi,BarjuGaunpalika,6,7403,3750,535.167046143935,WardPopulationEast.xlsx
4,Koshi,Bhokraha NarsinghGaunpalika,1,5897,3002,997.376917312092,WardPopulationEast.xlsx
4,Koshi,Bhokraha NarsinghGaunpalika,2,6935,3519,1570.55304755232,WardPopulationEast.xlsx
4,Koshi,Bhokraha NarsinghGaunpalika,3,4932,2492,527.23925148703,WardPopulationEast.xlsx
4,Koshi,Bhokraha NarsinghGaunpalika,4,5484,2836,924.696581826374,WardPopulationEast.xlsx
4,Koshi,Bhokraha NarsinghGaunpalika,5,6251,3194,924.631922240393,WardPopulationEast.xlsx
4,Koshi,Bhokraha NarsinghGaunpalika,6,6492,3309,552.371440694817,WardPopulationEast.xlsx
4,Koshi,Bhokraha NarsinghGaunpalika,7,6596,3215,902.048303346427,WardPopulationEast.xlsx
4,Koshi,Bhokraha NarsinghGaunpalika,8,6693,3420,560.897006135759,WardPopulationEast.xlsx
11,Koshi,DewangunjGaunpalika,1,6094,3058,740.997260231331,WardPopulationEast.xlsx
11,Koshi,DewangunjGaunpalika,2,8385,4193,1772.23082328946,WardPopulationEast.xlsx
11,Koshi,DewangunjGaunpalika,3,5368,2731,708.3420204638,WardPopulationEast.xlsx
11,Koshi,DewangunjGaunpalika,4,4773,2355,709.367108699623,WardPopulationEast.xlsx
11,Koshi,DewangunjGaunpalika,5,4159,2099,788.723697515454,WardPopulationEast.xlsx
11,Koshi,DewangunjGaunpalika,6,4891,2439,414.65081458835,WardPopulationEast.xlsx
11,Koshi,DewangunjGaunpalika,7,5360,2667,580.544041251553,WardPopulationEast.xlsx
1,Koshi,DharanSub-Metropolitian City,1,4962,2549,10035.3522687743,WardPopulationEast.xlsx
1,Koshi,DharanSub-Metropolitian City,2,2275,1151,13211.6122812825,WardPopulationEast.xlsx
1,Koshi,DharanSub-Metropolitian City,3,4662,2358,35647.3799710967,WardPopulationEast.xlsx
1,Koshi,DharanSub-Metropolitian City,4,3783,1961,164.113892351612,WardPopulationEast.xlsx
1,Koshi,DharanSub-Metropolitian City,5,13651,7271,1283.34706993842,WardPopulationEast.xlsx
1,Koshi,DharanSub-Metropolitian City,6,8455,4472,1839.56952115059,WardPopulationEast.xlsx
1,Koshi,DharanSub-Metropolitian City,7,2967,1487,15281.7623214681,WardPopulationEast.xlsx
1,Koshi,DharanSub-Metropolitian City,8,12126,6297,618.068298534838,WardPopulationEast.xlsx
1,Koshi,DharanSub-Metropolitian City,9,3564,1837,16910.7913054618,WardPopulationEast.xlsx
1,Koshi,DharanSub-Metropolitian City,10,4612,2468,20802.6991186367,WardPopulationEast.xlsx
1,Koshi,DharanSub-Metropolitian City,11,17168,9264,12697.9712683253,WardPopulationEast.xlsx
1,Koshi,DharanSub-Metropolitian City,12,3029,1561,10966.9290426295,WardPopulationEast.xlsx
1,Koshi,DharanSub-Metropolitian City,13,9138,4971,2689.64609873279,WardPopulationEast.xlsx
1,Koshi,DharanSub-Metropolitian City,14,4803,2517,1946.36415285949,WardPopulationEast.xlsx
1,Koshi,DharanSub-Metropolitian City,15,27441,14596,1074.22271818395,WardPopulationEast.xlsx
1,Koshi,DharanSub-Metropolitian City,16,14665,7830,10258.8891718177,WardPopulationEast.xlsx
1,Koshi,DharanSub-Metropolitian City,17,15912,8403,1090.67003482097,WardPopulationEast.xlsx
1,Koshi,DharanSub-Metropolitian City,18,4579,2507,635.050428884407,WardPopulationEast.xlsx
1,Koshi,DharanSub-Metropolitian City,19,5313,2898,187.754206314415,WardPopulationEast.xlsx
1,Koshi,DharanSub-Metropolitian City,20,3426,1723,70.3246038796315,WardPopulationEast.xlsx
7,Koshi,DuhabiMunicipality,1,4648,2348,1552.42006188972,WardPopulationEast.xlsx
7,Koshi,DuhabiMunicipality,2,4567,2270,1016.16790555935,WardPopulationEast.xlsx
7,Koshi,DuhabiMunicipality,3,4829,2411,1341.22086371957,WardPopulationEast.xlsx
7,Koshi,DuhabiMunicipality,4,5062,2638,6487.69746977235,WardPopulationEast.xlsx
7,Koshi,DuhabiMunicipality,5,3225,1537,4676.99036757519,WardPopulationEast.xlsx
7,Koshi,DuhabiMunicipality,6,3867,1918,7257.69217775809,WardPopulationEast.xlsx
7,Koshi,DuhabiMunicipality,7,3764,1904,468.496591450808,WardPopulationEast.xlsx
7,Koshi,DuhabiMunicipality,8,8187,4045,1375.94141148362,WardPopulationEast.xlsx
7,Koshi,DuhabiMunicipality,9,6644,3398,1174.20613397225,WardPopulationEast.xlsx
7,Koshi,DuhabiMunicipality,10,6328,3267,812.058920983125,WardPopulationEast.xlsx
7,Koshi,DuhabiMunicipality,11,6312,3191,505.743335737858,WardPopulationEast.xlsx
7,Koshi,DuhabiMunicipality,12,8641,4350,585.891917891869,WardPopulationEast.xlsx
8,Koshi,GadhiGaunpalika,1,7705,3949,750.619029327333,WardPopulationEast.xlsx
8,Koshi,GadhiGaunpalika,2,9306,4687,532.075806336985,WardPopulationEast.xlsx
8,Koshi,GadhiGaunpalika,3,5277,2653,472.504017895877,WardPopulationEast.xlsx
8,Koshi,GadhiGaunpalika,4,5449,2749,597.166260336434,WardPopulationEast.xlsx
8,Koshi,GadhiGaunpalika,5,5196,2593,602.279830846997,WardPopulationEast.xlsx
8,Koshi,GadhiGaunpalika,6,5806,3012,558.401797503657,WardPopulationEast.xlsx
10,Koshi,HarinagarGaunpalika,1,8207,4160,1828.44030054417,WardPopulationEast.xlsx
10,Koshi,HarinagarGaunpalika,2,7716,4035,1759.39117221603,WardPopulationEast.xlsx
10,Koshi,HarinagarGaunpalika,3,4450,2286,412.14366012837,WardPopulationEast.xlsx
10,Koshi,HarinagarGaunpalika,4,9144,4569,1410.42635782072,WardPopulationEast.xlsx
10,Koshi,HarinagarGaunpalika,5,6781,3313,597.969777526319,WardPopulationEast.xlsx
10,Koshi,HarinagarGaunpalika,6,7660,3959,1187.28857234749,WardPopulationEast.xlsx
10,Koshi,HarinagarGaunpalika,7,5887,2956,704.966113247711,WardPopulationEast.xlsx
9,Koshi,InaruwaMunicipality,1,5356,2733,5090.89180904403,WardPopulationEast.xlsx
9,Koshi,InaruwaMunicipality,2,7018,3439,1472.99113959519,WardPopulationEast.xlsx
9,Koshi,InaruwaMunicipality,3,9200,4680,2076.2502919727,WardPopulationEast.xlsx
9,Koshi,InaruwaMunicipality,4,6922,3451,1325.74760041025,WardPopulationEast.xlsx
9,Koshi,InaruwaMunicipality,5,5480,2817,788.96042801967,WardPopulationEast.xlsx
9,Koshi,InaruwaMunicipality,6,7370,3895,507.401416964929,WardPopulationEast.xlsx
9,Koshi,InaruwaMunicipality,7,7531,3856,600.682230166978,WardPopulationEast.xlsx
9,Koshi,InaruwaMunicipality,8,8539,4347,722.484663594083,WardPopulationEast.xlsx
9,Koshi,InaruwaMunicipality,9,9813,4986,913.926439585486,WardPopulationEast.xlsx
9,Koshi,InaruwaMunicipality,10,7685,4021,1305.81354647745,WardPopulationEast.xlsx
6,Koshi,ItahariSub-Metropolitian City,1,10641,5745,2458.06891555756,WardPopulationEast.xlsx
6,Koshi,ItahariSub-Metropolitian City,2,19594,10468,1661.48213126591,WardPopulationEast.xlsx
6,Koshi,ItahariSub-Metropolitian City,3,6548,3445,527.651246056315,WardPopulationEast.xlsx
6,Koshi,ItahariSub-Metropolitian City,4,19512,10348,6405.48155847021,WardPopulationEast.xlsx
6,Koshi,ItahariSub-Metropolitian City,5,21233,11181,7019.38007432285,WardPopulationEast.xlsx
6,Koshi,ItahariSub-Metropolitian City,6,7259,3647,16284.9861356641,WardPopulationEast.xlsx
6,Koshi,ItahariSub-Metropolitian City,7,6004,3172,1723.10624052026,WardPopulationEast.xlsx
6,Koshi,ItahariSub-Metropolitian City,8,12320,6365,4104.87010185209,WardPopulationEast.xlsx
6,Koshi,ItahariSub-Metropolitian City,9,9199,4805,6233.17030465899,WardPopulationEast.xlsx
6,Koshi,ItahariSub-Metropolitian City,10,6779,3466,2044.75846271807,WardPopulationEast.xlsx
6,Koshi,ItahariSub-Metropolitian City,11,5073,2626,1209.62434642611,WardPopulationEast.xlsx
6,Koshi,ItahariSub-Metropolitian City,12,4870,2440,2415.14269674734,WardPopulationEast.xlsx
6,Koshi,ItahariSub-Metropolitian City,13,9937,5122,2706.8218065727,WardPopulationEast.xlsx
6,Koshi,ItahariSub-Metropolitian City,14,6266,3250,819.116768324208,WardPopulationEast.xlsx
6,Koshi,ItahariSub-Metropolitian City,15,2940,1526,642.008026410551,WardPopulationEast.xlsx
6,Koshi,ItahariSub-Metropolitian City,16,9309,4927,1094.39082672651,WardPopulationEast.xlsx
6,Koshi,ItahariSub-Metropolitian City,17,12107,6408,2450.74968811493,WardPopulationEast.xlsx
6,Koshi,ItahariSub-Metropolitian City,18,5310,2826,775.622718413021,WardPopulationEast.xlsx
6,Koshi,ItahariSub-Metropolitian City,19,9242,5050,2907.6507836531,WardPopulationEast.xlsx
6,Koshi,ItahariSub-Metropolitian City,20,13098,7134,7001.48496909789,WardPopulationEast.xlsx
3,Koshi,KoshiGaunpalika,1,5264,2603,844.325551658641,WardPopulationEast.xlsx
3,Koshi,KoshiGaunpalika,2,5909,2940,692.696373091495,WardPopulationEast.xlsx
3,Koshi,KoshiGaunpalika,3,7094,3590,817.291840008037,WardPopulationEast.xlsx
3,Koshi,KoshiGaunpalika,4,4442,2307,692.581241868953,WardPopulationEast.xlsx
3,Koshi,KoshiGaunpalika,5,6690,3349,1088.22902194563,WardPopulationEast.xlsx
3,Koshi,KoshiGaunpalika,6,5725,2786,484.653992181706,WardPopulationEast.xlsx
3,Koshi,KoshiGaunpalika,7,6774,3418,514.977333471086,WardPopulationEast.xlsx
3,Koshi,KoshiGaunpalika,8,6906,3453,460.012577407308,WardPopulationEast.xlsx
5,Koshi,RamdhuniMunicipality,1,7708,4064,1508.10203754211,WardPopulationEast.xlsx
5,Koshi,RamdhuniMunicipality,2,6566,3527,455.459198042205,WardPopulationEast.xlsx
5,Koshi,RamdhuniMunicipality,3,8587,4575,920.286689612924,WardPopulationEast.xlsx
5,Koshi,RamdhuniMunicipality,4,6098,3263,385.944090890909,WardPopulationEast.xlsx
5,Koshi,RamdhuniMunicipality,5,8344,4423,2375.36317947941,WardPopulationEast.xlsx
5,Koshi,RamdhuniMunicipality,6,7566,3973,693.307792922542,WardPopulationEast.xlsx
5,Koshi,RamdhuniMunicipality,7,8464,4528,618.214991859634,WardPopulationEast.xlsx
5,Koshi,RamdhuniMunicipality,8,4224,2226,543.331455341087,WardPopulationEast.xlsx
5,Koshi,RamdhuniMunicipality,9,5895,3053,528.867793189457,WardPopulationEast.xlsx
7,Koshi,ChaubiseGaunpalika,1,1741,907,106.154691714215,WardPopulationEast.xlsx
7,Koshi,ChaubiseGaunpalika,2,2716,1425,152.69713686684,WardPopulationEast.xlsx
7,Koshi,ChaubiseGaunpalika,3,1554,779,73.9851325114667,WardPopulationEast.xlsx
7,Koshi,ChaubiseGaunpalika,4,1129,565,65.011662078709,WardPopulationEast.xlsx
7,Koshi,ChaubiseGaunpalika,5,2588,1315,90.1766196903855,WardPopulationEast.xlsx
7,Koshi,ChaubiseGaunpalika,6,2712,1407,207.054243401883,WardPopulationEast.xlsx
7,Koshi,ChaubiseGaunpalika,7,2474,1303,162.628112366165,WardPopulationEast.xlsx
7,Koshi,ChaubiseGaunpalika,8,2763,1398,153.223482688242,WardPopulationEast.xlsx
3,Koshi,Chhathar JorpatiGaunpalika,1,2726,1380,218.772002095268,WardPopulationEast.xlsx
3,Koshi,Chhathar JorpatiGaunpalika,2,3188,1629,216.598732707176,WardPopulationEast.xlsx
3,Koshi,Chhathar JorpatiGaunpalika,3,2170,1133,88.7370154642038,WardPopulationEast.xlsx
3,Koshi,Chhathar JorpatiGaunpalika,4,1798,935,72.5760819749672,WardPopulationEast.xlsx
3,Koshi,Chhathar JorpatiGaunpalika,5,2891,1514,184.808888367824,WardPopulationEast.xlsx
3,Koshi,Chhathar JorpatiGaunpalika,6,3683,1919,341.678052069583,WardPopulationEast.xlsx
4,Koshi,DhankutaMunicipality,1,7113,3677,952.830024393413,WardPopulationEast.xlsx
4,Koshi,DhankutaMunicipality,2,3833,2022,182.889405445295,WardPopulationEast.xlsx
4,Koshi,DhankutaMunicipality,3,2112,1107,186.716747776174,WardPopulationEast.xlsx
4,Koshi,DhankutaMunicipality,4,2889,1520,808.564005439685,WardPopulationEast.xlsx
4,Koshi,DhankutaMunicipality,5,2805,1493,724.279928899208,WardPopulationEast.xlsx
4,Koshi,DhankutaMunicipality,6,4096,2130,626.626037964114,WardPopulationEast.xlsx
4,Koshi,DhankutaMunicipality,7,5216,2787,1644.07223075008,WardPopulationEast.xlsx
4,Koshi,DhankutaMunicipality,8,1844,975,148.628423219274,WardPopulationEast.xlsx
4,Koshi,DhankutaMunicipality,9,4006,2024,133.580594147543,WardPopulationEast.xlsx
4,Koshi,DhankutaMunicipality,10,2069,1056,178.98843591098,WardPopulationEast.xlsx
5,Koshi,ShahidbhumiGaunpalika,1,2668,1327,152.918283232057,WardPopulationEast.xlsx
5,Koshi,ShahidbhumiGaunpalika,2,2980,1503,155.387903479292,WardPopulationEast.xlsx
5,Koshi,ShahidbhumiGaunpalika,3,3025,1506,286.066130167371,WardPopulationEast.xlsx
5,Koshi,ShahidbhumiGaunpalika,4,2189,1166,231.556998141197,WardPopulationEast.xlsx
5,Koshi,ShahidbhumiGaunpalika,5,1665,827,134.057593235446,WardPopulationEast.xlsx
5,Koshi,ShahidbhumiGaunpalika,6,3109,1590,171.197131597291,WardPopulationEast.xlsx
5,Koshi,ShahidbhumiGaunpalika,7,2131,1071,173.012796614243,WardPopulationEast.xlsx
1,Koshi,MahalaxmiMunicipality,1,3011,1534,126.895065703703,WardPopulationEast.xlsx
1,Koshi,MahalaxmiMunicipality,2,2725,1383,214.283686594735,WardPopulationEast.xlsx
1,Koshi,MahalaxmiMunicipality,3,1824,925,107.386634391017,WardPopulationEast.xlsx
1,Koshi,MahalaxmiMunicipality,4,3180,1635,173.723092928798,WardPopulationEast.xlsx
1,Koshi,MahalaxmiMunicipality,5,2195,1117,136.836309611382,WardPopulationEast.xlsx
1,Koshi,MahalaxmiMunicipality,6,1699,872,152.015797474516,WardPopulationEast.xlsx
1,Koshi,MahalaxmiMunicipality,7,3102,1579,242.800480466302,WardPopulationEast.xlsx
1,Koshi,MahalaxmiMunicipality,8,2020,1040,240.684869989063,WardPopulationEast.xlsx
1,Koshi,MahalaxmiMunicipality,9,2426,1238,261.68545279134,WardPopulationEast.xlsx
2,Koshi,PakhribasMunicipality,1,1086,547,212.808484121665,WardPopulationEast.xlsx
2,Koshi,PakhribasMunicipality,2,2178,1137,176.887180333069,WardPopulationEast.xlsx
2,Koshi,PakhribasMunicipality,3,2098,1086,154.691152993237,WardPopulationEast.xlsx
2,Koshi,PakhribasMunicipality,4,3077,1588,661.372107464262,WardPopulationEast.xlsx
2,Koshi,PakhribasMunicipality,5,2086,1072,101.850321529161,WardPopulationEast.xlsx
2,Koshi,PakhribasMunicipality,6,1908,986,51.5480364345196,WardPopulationEast.xlsx
2,Koshi,PakhribasMunicipality,7,1212,652,190.1263257664,WardPopulationEast.xlsx
2,Koshi,PakhribasMunicipality,8,1988,1033,108.57577097809,WardPopulationEast.xlsx
2,Koshi,PakhribasMunicipality,9,1883,977,196.247145922416,WardPopulationEast.xlsx
2,Koshi,PakhribasMunicipality,10,1588,822,94.022757770377,WardPopulationEast.xlsx
6,Koshi,SangurigadhiGaunpalika,1,1878,937,133.803950850204,WardPopulationEast.xlsx
6,Koshi,SangurigadhiGaunpalika,2,1529,794,222.942910575834,WardPopulationEast.xlsx
6,Koshi,SangurigadhiGaunpalika,3,2179,1089,101.888743290493,WardPopulationEast.xlsx
6,Koshi,SangurigadhiGaunpalika,4,1354,676,101.599700033264,WardPopulationEast.xlsx
6,Koshi,SangurigadhiGaunpalika,5,2389,1255,139.866927946753,WardPopulationEast.xlsx
6,Koshi,SangurigadhiGaunpalika,6,2932,1461,142.312667239833,WardPopulationEast.xlsx
6,Koshi,SangurigadhiGaunpalika,7,1701,868,115.456613257745,WardPopulationEast.xlsx
6,Koshi,SangurigadhiGaunpalika,8,2017,1031,110.889698231581,WardPopulationEast.xlsx
6,Koshi,SangurigadhiGaunpalika,9,1899,975,93.0548769453382,WardPopulationEast.xlsx
6,Koshi,SangurigadhiGaunpalika,10,1683,884,84.8976811431758,WardPopulationEast.xlsx
1,Koshi,AatharaiGaunpalika,1,2741,1411,145.592965729774,WardPopulationEast.xlsx
1,Koshi,AatharaiGaunpalika,2,2487,1254,94.5965370212315,WardPopulationEast.xlsx
1,Koshi,AatharaiGaunpalika,3,2516,1269,114.208665587041,WardPopulationEast.xlsx
1,Koshi,AatharaiGaunpalika,4,3226,1637,164.324130927314,WardPopulationEast.xlsx
1,Koshi,AatharaiGaunpalika,5,2394,1231,104.605796725419,WardPopulationEast.xlsx
1,Koshi,AatharaiGaunpalika,6,3030,1527,104.276305917911,WardPopulationEast.xlsx
1,Koshi,AatharaiGaunpalika,7,1762,871,62.1607002977928,WardPopulationEast.xlsx
6,Koshi,ChhatharGaunpalika,1,1721,898,168.434709137921,WardPopulationEast.xlsx
6,Koshi,ChhatharGaunpalika,2,3107,1613,190.111497609288,WardPopulationEast.xlsx
6,Koshi,ChhatharGaunpalika,3,1452,754,42.2163858424152,WardPopulationEast.xlsx
6,Koshi,ChhatharGaunpalika,4,1850,938,90.7543313608411,WardPopulationEast.xlsx
