Province,District,LocalLevel,Ward,Population2021,Female,Density,SourceFile
5,Karnali ,SarkegadGaunpalika,6,1366,695,63.4881092255752,WardPopulationKarnali.xlsx
5,Karnali ,SarkegadGaunpalika,7,1594,788,21.804806843678,WardPopulationKarnali.xlsx
5,Karnali ,SarkegadGaunpalika,8,1327,636,108.263190017726,WardPopulationKarnali.xlsx
3,Karnali ,SimkotGaunpalika,1,676,315,1.18178336672812,WardPopulationKarnali.xlsx
3,Karnali ,SimkotGaunpalika,2,1346,681,495.072447563148,WardPopulationKarnali.xlsx
3,Karnali ,SimkotGaunpalika,3,622,285,13.4190125056567,WardPopulationKarnali.xlsx
3,Karnali ,SimkotGaunpalika,4,508,234,20.9515190098741,WardPopulationKarnali.xlsx
3,Karnali ,SimkotGaunpalika,5,2145,1041,313.321647677476,WardPopulationKarnali.xlsx
3,Karnali ,SimkotGaunpalika,6,2279,1134,571.176370190458,WardPopulationKarnali.xlsx
3,Karnali ,SimkotGaunpalika,7,2209,1104,55.7097598682375,WardPopulationKarnali.xlsx
3,Karnali ,SimkotGaunpalika,8,2150,1094,23.8694612691457,WardPopulationKarnali.xlsx
7,Karnali ,TanjakotGaunpalika,1,819,416,8.93057858896073,WardPopulationKarnali.xlsx
7,Karnali ,TanjakotGaunpalika,2,1157,583,144.712514893382,WardPopulationKarnali.xlsx
7,Karnali ,TanjakotGaunpalika,3,1963,1002,487.164469504447,WardPopulationKarnali.xlsx
7,Karnali ,TanjakotGaunpalika,4,1152,590,24.5579609661443,WardPopulationKarnali.xlsx
7,Karnali ,TanjakotGaunpalika,5,1001,496,118.265791082358,WardPopulationKarnali.xlsx
3,Lumbini ,ChandrakotGaunpalika,1,1416,770,97.1329455058109,WardPopulationLumbini.xlsx
3,Lumbini ,ChandrakotGaunpalika,2,1935,1077,187.114764786104,WardPopulationLumbini.xlsx
3,Lumbini ,ChandrakotGaunpalika,3,1682,932,190.783847118846,WardPopulationLumbini.xlsx
3,Lumbini ,ChandrakotGaunpalika,4,3872,2110,268.725451562168,WardPopulationLumbini.xlsx
3,Lumbini ,ChandrakotGaunpalika,5,1781,993,106.145515429452,WardPopulationLumbini.xlsx
3,Lumbini ,ChandrakotGaunpalika,6,1565,852,152.354168828668,WardPopulationLumbini.xlsx
3,Lumbini ,ChandrakotGaunpalika,7,2666,1469,245.335903133361,WardPopulationLumbini.xlsx
3,Lumbini ,ChandrakotGaunpalika,8,3745,1988,190.460720159192,WardPopulationLumbini.xlsx
11,Lumbini ,ChhatrakotGaunpalika,1,2962,1637,212.108791042908,WardPopulationLumbini.xlsx
11,Lumbini ,ChhatrakotGaunpalika,2,2637,1491,241.064853941849,WardPopulationLumbini.xlsx
11,Lumbini ,ChhatrakotGaunpalika,3,3988,2214,305.975201584565,WardPopulationLumbini.xlsx
11,Lumbini ,ChhatrakotGaunpalika,4,3828,2093,261.818116158466,WardPopulationLumbini.xlsx
11,Lumbini ,ChhatrakotGaunpalika,5,3378,1890,220.173741719776,WardPopulationLumbini.xlsx
11,Lumbini ,ChhatrakotGaunpalika,6,2564,1415,134.098005768097,WardPopulationLumbini.xlsx
8,Lumbini ,DhurkotGaunpalika,1,3063,1757,272.3942924725,WardPopulationLumbini.xlsx
8,Lumbini ,DhurkotGaunpalika,2,2444,1339,240.407197067504,WardPopulationLumbini.xlsx
8,Lumbini ,DhurkotGaunpalika,3,3428,1888,231.634768459831,WardPopulationLumbini.xlsx
8,Lumbini ,DhurkotGaunpalika,4,2338,1263,251.890579938736,WardPopulationLumbini.xlsx
8,Lumbini ,DhurkotGaunpalika,5,2383,1373,219.871391382702,WardPopulationLumbini.xlsx
8,Lumbini ,DhurkotGaunpalika,6,2454,1386,139.836796668351,WardPopulationLumbini.xlsx
8,Lumbini ,DhurkotGaunpalika,7,2704,1496,287.340687441342,WardPopulationLumbini.xlsx
10,Lumbini ,Gulmi DurbarGaunpalika,1,3557,2009,203.001743463666,WardPopulationLumbini.xlsx
10,Lumbini ,Gulmi DurbarGaunpalika,2,3247,1815,245.960792773979,WardPopulationLumbini.xlsx
10,Lumbini ,Gulmi DurbarGaunpalika,3,2430,1368,245.363364462843,WardPopulationLumbini.xlsx
10,Lumbini ,Gulmi DurbarGaunpalika,4,4099,2329,272.130973404326,WardPopulationLumbini.xlsx
10,Lumbini ,Gulmi DurbarGaunpalika,5,1654,920,206.579700859104,WardPopulationLumbini.xlsx
10,Lumbini ,Gulmi DurbarGaunpalika,6,1723,980,191.045774367955,WardPopulationLumbini.xlsx
10,Lumbini ,Gulmi DurbarGaunpalika,7,2586,1469,354.997029336537,WardPopulationLumbini.xlsx
5,Lumbini ,IsmaGaunpalika,1,2629,1468,188.690444533586,WardPopulationLumbini.xlsx
5,Lumbini ,IsmaGaunpalika,2,3608,1961,249.185709033831,WardPopulationLumbini.xlsx
5,Lumbini ,IsmaGaunpalika,3,2378,1323,168.301591355951,WardPopulationLumbini.xlsx
5,Lumbini ,IsmaGaunpalika,4,3423,1869,188.42515761547,WardPopulationLumbini.xlsx
5,Lumbini ,IsmaGaunpalika,5,3203,1729,238.773828181842,WardPopulationLumbini.xlsx
5,Lumbini ,IsmaGaunpalika,6,3288,1770,423.915212831738,WardPopulationLumbini.xlsx
1,Lumbini ,Kali GandakiGaunpalika,1,1983,1049,146.332122262222,WardPopulationLumbini.xlsx
1,Lumbini ,Kali GandakiGaunpalika,2,2165,1157,200.069659357609,WardPopulationLumbini.xlsx
1,Lumbini ,Kali GandakiGaunpalika,3,995,524,74.1916926927893,WardPopulationLumbini.xlsx
1,Lumbini ,Kali GandakiGaunpalika,4,1834,942,164.845145782342,WardPopulationLumbini.xlsx
1,Lumbini ,Kali GandakiGaunpalika,5,2144,1140,108.418658244263,WardPopulationLumbini.xlsx
1,Lumbini ,Kali GandakiGaunpalika,6,2982,1553,174.762839442531,WardPopulationLumbini.xlsx
1,Lumbini ,Kali GandakiGaunpalika,7,2941,1605,192.656088770895,WardPopulationLumbini.xlsx
7,Lumbini ,MadaneGaunpalika,1,3480,1924,204.110683593073,WardPopulationLumbini.xlsx
7,Lumbini ,MadaneGaunpalika,2,3214,1793,307.505046230523,WardPopulationLumbini.xlsx
7,Lumbini ,MadaneGaunpalika,3,2925,1625,182.674341112387,WardPopulationLumbini.xlsx
7,Lumbini ,MadaneGaunpalika,4,1958,1084,175.015977582223,WardPopulationLumbini.xlsx
7,Lumbini ,MadaneGaunpalika,5,1995,1106,280.916359019837,WardPopulationLumbini.xlsx
7,Lumbini ,MadaneGaunpalika,6,3865,2113,237.002178151195,WardPopulationLumbini.xlsx
7,Lumbini ,MadaneGaunpalika,7,2585,1404,157.517058305259,WardPopulationLumbini.xlsx
6,Lumbini ,MalikaGaunpalika,1,1411,772,182.280171211592,WardPopulationLumbini.xlsx
6,Lumbini ,MalikaGaunpalika,2,3290,1815,284.828682473418,WardPopulationLumbini.xlsx
6,Lumbini ,MalikaGaunpalika,3,1755,968,136.077682911085,WardPopulationLumbini.xlsx
6,Lumbini ,MalikaGaunpalika,4,1319,690,141.80328626697,WardPopulationLumbini.xlsx
6,Lumbini ,MalikaGaunpalika,5,3063,1626,218.742793824669,WardPopulationLumbini.xlsx
6,Lumbini ,MalikaGaunpalika,6,2465,1341,272.089440490286,WardPopulationLumbini.xlsx
6,Lumbini ,MalikaGaunpalika,7,3323,1815,250.101229658107,WardPopulationLumbini.xlsx
6,Lumbini ,MalikaGaunpalika,8,3449,1860,235.380284181599,WardPopulationLumbini.xlsx
4,Lumbini ,MusikotMunicipality,1,4156,2196,233.926252328638,WardPopulationLumbini.xlsx
4,Lumbini ,MusikotMunicipality,2,3505,1931,233.494814483207,WardPopulationLumbini.xlsx
4,Lumbini ,MusikotMunicipality,3,2895,1605,252.406031065559,WardPopulationLumbini.xlsx
4,Lumbini ,MusikotMunicipality,4,4423,2455,292.568211785783,WardPopulationLumbini.xlsx
4,Lumbini ,MusikotMunicipality,5,3186,1734,233.872625304636,WardPopulationLumbini.xlsx
4,Lumbini ,MusikotMunicipality,6,2857,1543,284.639234963063,WardPopulationLumbini.xlsx
4,Lumbini ,MusikotMunicipality,7,3663,1897,500.990834862999,WardPopulationLumbini.xlsx
4,Lumbini ,MusikotMunicipality,8,2188,1172,205.691487211498,WardPopulationLumbini.xlsx
4,Lumbini ,MusikotMunicipality,9,1581,825,114.634679361509,WardPopulationLumbini.xlsx
9,Lumbini ,ResungaMunicipality,1,4270,2181,14102.6022108389,WardPopulationLumbini.xlsx
9,Lumbini ,ResungaMunicipality,2,3556,1861,2839.61372948447,WardPopulationLumbini.xlsx
9,Lumbini ,ResungaMunicipality,3,1321,725,104.517878253841,WardPopulationLumbini.xlsx
9,Lumbini ,ResungaMunicipality,4,1946,1051,310.759662054457,WardPopulationLumbini.xlsx
9,Lumbini ,ResungaMunicipality,5,1273,691,422.260036553854,WardPopulationLumbini.xlsx
9,Lumbini ,ResungaMunicipality,6,1544,829,300.830107950079,WardPopulationLumbini.xlsx
9,Lumbini ,ResungaMunicipality,7,1906,981,444.370149610057,WardPopulationLumbini.xlsx
9,Lumbini ,ResungaMunicipality,8,4283,2298,873.241894733065,WardPopulationLumbini.xlsx
9,Lumbini ,ResungaMunicipality,9,2058,1065,1166.37970023248,WardPopulationLumbini.xlsx
9,Lumbini ,ResungaMunicipality,10,3054,1666,218.562184305031,WardPopulationLumbini.xlsx
9,Lumbini ,ResungaMunicipality,11,1394,814,269.29610942463,WardPopulationLumbini.xlsx
9,Lumbini ,ResungaMunicipality,12,1700,950,225.17919296572,WardPopulationLumbini.xlsx
9,Lumbini ,ResungaMunicipality,13,720,416,202.6205022118,WardPopulationLumbini.xlsx
9,Lumbini ,ResungaMunicipality,14,2526,1473,181.01764162391,WardPopulationLumbini.xlsx
12,Lumbini ,RuruchhetraGaunpalika,1,3024,1554,263.672081913429,WardPopulationLumbini.xlsx
12,Lumbini ,RuruchhetraGaunpalika,2,2244,1276,154.63970808654,WardPopulationLumbini.xlsx
12,Lumbini ,RuruchhetraGaunpalika,3,2213,1251,280.026942312046,WardPopulationLumbini.xlsx
12,Lumbini ,RuruchhetraGaunpalika,4,3939,2075,313.971392176573,WardPopulationLumbini.xlsx
12,Lumbini ,RuruchhetraGaunpalika,5,3029,1645,240.926347089679,WardPopulationLumbini.xlsx
12,Lumbini ,RuruchhetraGaunpalika,6,2148,1189,256.842988341863,WardPopulationLumbini.xlsx
2,Lumbini ,SatyawotiGaunpalika,1,2565,1402,265.069265234197,WardPopulationLumbini.xlsx
2,Lumbini ,SatyawotiGaunpalika,2,1943,1060,229.484547942015,WardPopulationLumbini.xlsx
2,Lumbini ,SatyawotiGaunpalika,3,3142,1676,152.880825552565,WardPopulationLumbini.xlsx
2,Lumbini ,SatyawotiGaunpalika,4,2442,1342,165.889154660252,WardPopulationLumbini.xlsx
2,Lumbini ,SatyawotiGaunpalika,5,2285,1250,178.204810750001,WardPopulationLumbini.xlsx
2,Lumbini ,SatyawotiGaunpalika,6,3611,1980,391.942504389951,WardPopulationLumbini.xlsx
2,Lumbini ,SatyawotiGaunpalika,7,2320,1310,170.430449280376,WardPopulationLumbini.xlsx
2,Lumbini ,SatyawotiGaunpalika,8,1165,660,43.3657203919055,WardPopulationLumbini.xlsx
4,Lumbini ,BaganaskaliGaunpalika,1,4117,2233,313.905670469192,WardPopulationLumbini.xlsx
4,Lumbini ,BaganaskaliGaunpalika,2,2181,1184,288.981382364504,WardPopulationLumbini.xlsx
4,Lumbini ,BaganaskaliGaunpalika,3,1795,1003,144.660302150643,WardPopulationLumbini.xlsx
4,Lumbini ,BaganaskaliGaunpalika,4,1631,906,204.802910788053,WardPopulationLumbini.xlsx
4,Lumbini ,BaganaskaliGaunpalika,5,1659,906,155.260349800913,WardPopulationLumbini.xlsx
4,Lumbini ,BaganaskaliGaunpalika,6,2778,1534,202.717154183909,WardPopulationLumbini.xlsx
4,Lumbini ,BaganaskaliGaunpalika,7,1523,812,156.264428552374,WardPopulationLumbini.xlsx
4,Lumbini ,BaganaskaliGaunpalika,8,864,465,239.875597849671,WardPopulationLumbini.xlsx
4,Lumbini ,BaganaskaliGaunpalika,9,1949,1058,361.359892389286,WardPopulationLumbini.xlsx
9,Lumbini ,MathagadhiGaunpalika,1,3508,1954,173.243627901331,WardPopulationLumbini.xlsx
9,Lumbini ,MathagadhiGaunpalika,2,2332,1284,236.491752350137,WardPopulationLumbini.xlsx
9,Lumbini ,MathagadhiGaunpalika,3,6345,3453,254.523886294533,WardPopulationLumbini.xlsx
9,Lumbini ,MathagadhiGaunpalika,4,3912,2136,106.351122089974,WardPopulationLumbini.xlsx
9,Lumbini ,MathagadhiGaunpalika,5,2438,1193,71.7675813648027,WardPopulationLumbini.xlsx
9,Lumbini ,MathagadhiGaunpalika,6,1996,1049,44.0364148498557,WardPopulationLumbini.xlsx
9,Lumbini ,MathagadhiGaunpalika,7,2118,1051,87.6628415922519,WardPopulationLumbini.xlsx
9,Lumbini ,MathagadhiGaunpalika,8,1404,749,69.4640732950862,WardPopulationLumbini.xlsx
10,Lumbini ,NisdiGaunpalika,1,2299,1222,112.211347412774,WardPopulationLumbini.xlsx
10,Lumbini ,NisdiGaunpalika,2,1598,865,128.206907656608,WardPopulationLumbini.xlsx
10,Lumbini ,NisdiGaunpalika,3,2433,1305,78.4087301111567,WardPopulationLumbini.xlsx
10,Lumbini ,NisdiGaunpalika,4,3642,1959,85.1048695524851,WardPopulationLumbini.xlsx
10,Lumbini ,NisdiGaunpalika,5,3105,1715,151.299280746121,WardPopulationLumbini.xlsx
10,Lumbini ,NisdiGaunpalika,6,1928,1032,81.0984260217255,WardPopulationLumbini.xlsx
10,Lumbini ,NisdiGaunpalika,7,3115,1677,71.7169819044356,WardPopulationLumbini.xlsx
2,Lumbini ,PurbakholaGaunpalika,1,4070,2249,108.317729059994,WardPopulationLumbini.xlsx
2,Lumbini ,PurbakholaGaunpalika,2,2516,1357,65.2726764762644,WardPopulationLumbini.xlsx
2,Lumbini ,PurbakholaGaunpalika,3,2156,1194,157.582514655868,WardPopulationLumbini.xlsx
2,Lumbini ,PurbakholaGaunpalika,4,2433,1344,120.187189695497,WardPopulationLumbini.xlsx
2,Lumbini ,PurbakholaGaunpalika,5,3131,1807,217.21843571923,WardPopulationLumbini.xlsx
2,Lumbini ,PurbakholaGaunpalika,6,1746,1008,128.508130273682,WardPopulationLumbini.xlsx
7,Lumbini ,Rainadevi ChhaharaGaunpalika,1,2507,1360,219.091973447136,WardPopulationLumbini.xlsx
7,Lumbini ,Rainadevi ChhaharaGaunpalika,2,2092,1123,119.333403153642,WardPopulationLumbini.xlsx
7,Lumbini ,Rainadevi ChhaharaGaunpalika,3,4756,2659,175.502733595301,WardPopulationLumbini.xlsx
7,Lumbini ,Rainadevi ChhaharaGaunpalika,4,4445,2445,171.211316016455,WardPopulationLumbini.xlsx
7,Lumbini ,Rainadevi ChhaharaGaunpalika,5,1881,1017,244.733990675908,WardPopulationLumbini.xlsx
7,Lumbini ,Rainadevi ChhaharaGaunpalika,6,2968,1610,95.2637972663142,WardPopulationLumbini.xlsx
7,Lumbini ,Rainadevi ChhaharaGaunpalika,7,1719,924,67.9113633054084,WardPopulationLumbini.xlsx
7,Lumbini ,Rainadevi ChhaharaGaunpalika,8,2781,1500,93.630789924694,WardPopulationLumbini.xlsx
3,Lumbini ,RambhaGaunpalika,1,5112,2824,209.122990458764,WardPopulationLumbini.xlsx
3,Lumbini ,RambhaGaunpalika,2,2624,1521,120.361434746833,WardPopulationLumbini.xlsx
3,Lumbini ,RambhaGaunpalika,3,4422,2457,198.729684979294,WardPopulationLumbini.xlsx
3,Lumbini ,RambhaGaunpalika,4,1786,980,151.623650742646,WardPopulationLumbini.xlsx
3,Lumbini ,RambhaGaunpalika,5,3211,1848,231.923123732178,WardPopulationLumbini.xlsx
1,Lumbini ,RampurMunicipality,1,2439,1348,136.356439646705,WardPopulationLumbini.xlsx
1,Lumbini ,RampurMunicipality,2,1839,1015,149.879338574899,WardPopulationLumbini.xlsx
1,Lumbini ,RampurMunicipality,3,3512,1934,212.137964094079,WardPopulationLumbini.xlsx
1,Lumbini ,RampurMunicipality,4,5002,2762,522.143280208056,WardPopulationLumbini.xlsx
1,Lumbini ,RampurMunicipality,5,9780,5304,1408.83376222574,WardPopulationLumbini.xlsx
1,Lumbini ,RampurMunicipality,6,4184,2297,516.409198501821,WardPopulationLumbini.xlsx
1,Lumbini ,RampurMunicipality,7,3822,2025,559.603972573256,WardPopulationLumbini.xlsx
1,Lumbini ,RampurMunicipality,8,3782,2059,254.129896393351,WardPopulationLumbini.xlsx
1,Lumbini ,RampurMunicipality,9,2033,1151,164.891427551792,WardPopulationLumbini.xlsx
1,Lumbini ,RampurMunicipality,10,4490,2491,250.030265356174,WardPopulationLumbini.xlsx
6,Lumbini ,RibdikotGaunpalika,1,2001,1118,131.546665341339,WardPopulationLumbini.xlsx
6,Lumbini ,RibdikotGaunpalika,2,1828,1001,117.609727688444,WardPopulationLumbini.xlsx
6,Lumbini ,RibdikotGaunpalika,3,1807,1008,257.177705952091,WardPopulationLumbini.xlsx
6,Lumbini ,RibdikotGaunpalika,4,1802,955,148.675132953686,WardPopulationLumbini.xlsx
6,Lumbini ,RibdikotGaunpalika,5,1311,707,113.24388534847,WardPopulationLumbini.xlsx
6,Lumbini ,RibdikotGaunpalika,6,2005,1096,139.582654129708,WardPopulationLumbini.xlsx
6,Lumbini ,RibdikotGaunpalika,7,2048,1126,105.59812365334,WardPopulationLumbini.xlsx
6,Lumbini ,RibdikotGaunpalika,8,2671,1436,91.1107339940084,WardPopulationLumbini.xlsx
5,Lumbini ,TansenMunicipality,1,4888,2636,1407.87951685077,WardPopulationLumbini.xlsx
5,Lumbini ,TansenMunicipality,2,3999,2143,2237.37427707746,WardPopulationLumbini.xlsx
5,Lumbini ,TansenMunicipality,3,5579,3060,5092.55413634244,WardPopulationLumbini.xlsx
5,Lumbini ,TansenMunicipality,4,3699,1974,8707.64761687292,WardPopulationLumbini.xlsx
5,Lumbini ,TansenMunicipality,5,3663,1926,324.619102066166,WardPopulationLumbini.xlsx
5,Lumbini ,TansenMunicipality,6,4495,2405,703.868174494793,WardPopulationLumbini.xlsx
5,Lumbini ,TansenMunicipality,7,6240,3315,1988.6963012161,WardPopulationLumbini.xlsx
5,Lumbini ,TansenMunicipality,8,3011,1605,257.092016912915,WardPopulationLumbini.xlsx
5,Lumbini ,TansenMunicipality,9,3321,1833,521.549610109865,WardPopulationLumbini.xlsx
5,Lumbini ,TansenMunicipality,10,2813,1520,179.356334555864,WardPopulationLumbini.xlsx
5,Lumbini ,TansenMunicipality,11,1992,1062,164.990150286811,WardPopulationLumbini.xlsx
5,Lumbini ,TansenMunicipality,12,2261,1252,167.985550122215,WardPopulationLumbini.xlsx
5,Lumbini ,TansenMunicipality,13,1715,935,141.916228215859,WardPopulationLumbini.xlsx
5,Lumbini ,TansenMunicipality,14,3116,1712,287.696080667174,WardPopulationLumbini.xlsx
8,Lumbini ,TinauGaunpalika,1,3594,1885,81.4850780167475,WardPopulationLumbini.xlsx
8,Lumbini ,TinauGaunpalika,2,3068,1606,83.520890090946,WardPopulationLumbini.xlsx
8,Lumbini ,TinauGaunpalika,3,2903,1460,88.7262305851389,WardPopulationLumbini.xlsx
8,Lumbini ,TinauGaunpalika,4,2054,1047,85.9961614897382,WardPopulationLumbini.xlsx
8,Lumbini ,TinauGaunpalika,5,2704,1451,98.0813346722306,WardPopulationLumbini.xlsx
8,Lumbini ,TinauGaunpalika,6,3454,1877,93.3889037867714,WardPopulationLumbini.xlsx
1,Lumbini ,BardaghatMunicipality,1,2709,1464,353.872942762456,WardPopulationLumbini.xlsx
1,Lumbini ,BardaghatMunicipality,2,6631,3581,117.270474614002,WardPopulationLumbini.xlsx
1,Lumbini ,BardaghatMunicipality,3,1234,644,808.650065530799,WardPopulationLumbini.xlsx
1,Lumbini ,BardaghatMunicipality,4,15973,8566,1978.98604996342,WardPopulationLumbini.xlsx
1,Lumbini ,BardaghatMunicipality,5,3935,2123,185.332088491998,WardPopulationLumbini.xlsx
1,Lumbini ,BardaghatMunicipality,6,1470,777,616.791843242563,WardPopulationLumbini.xlsx
1,Lumbini ,BardaghatMunicipality,7,2525,1320,957.388078489898,WardPopulationLumbini.xlsx
1,Lumbini ,BardaghatMunicipality,8,1698,905,841.35002489861,WardPopulationLumbini.xlsx
1,Lumbini ,BardaghatMunicipality,9,3068,1665,4792.55186203449,WardPopulationLumbini.xlsx
1,Lumbini ,BardaghatMunicipality,10,4468,2388,1213.78411051195,WardPopulationLumbini.xlsx
1,Lumbini ,BardaghatMunicipality,11,2896,1523,415.171359254687,WardPopulationLumbini.xlsx
1,Lumbini ,BardaghatMunicipality,12,5455,2879,884.773175299274,WardPopulationLumbini.xlsx
1,Lumbini ,BardaghatMunicipality,13,6520,3469,593.338087318254,WardPopulationLumbini.xlsx
1,Lumbini ,BardaghatMunicipality,14,7686,4090,884.392644559535,WardPopulationLumbini.xlsx
1,Lumbini ,BardaghatMunicipality,15,5286,2817,809.046876659686,WardPopulationLumbini.xlsx
1,Lumbini ,BardaghatMunicipality,16,5149,2817,157.286834184731,WardPopulationLumbini.xlsx
4,Lumbini ,PalhinandanGaunpalika,1,3746,1828,590.745605797318,WardPopulationLumbini.xlsx
4,Lumbini ,PalhinandanGaunpalika,2,6924,3527,850.439670185641,WardPopulationLumbini.xlsx
4,Lumbini ,PalhinandanGaunpalika,3,7598,3894,821.301166749215,WardPopulationLumbini.xlsx
4,Lumbini ,PalhinandanGaunpalika,4,6294,3108,984.497988927448,WardPopulationLumbini.xlsx
4,Lumbini ,PalhinandanGaunpalika,5,6976,3502,1374.42068345512,WardPopulationLumbini.xlsx
4,Lumbini ,PalhinandanGaunpalika,6,6648,3311,702.271893944268,WardPopulationLumbini.xlsx
6,Lumbini ,PratapapurGaunpalika,1,4804,2483,672.217639556174,WardPopulationLumbini.xlsx
6,Lumbini ,PratapapurGaunpalika,2,5129,2609,636.063051222608,WardPopulationLumbini.xlsx
6,Lumbini ,PratapapurGaunpalika,3,5662,2869,693.453587477174,WardPopulationLumbini.xlsx
6,Lumbini ,PratapapurGaunpalika,4,5497,2737,673.850317213474,WardPopulationLumbini.xlsx
6,Lumbini ,PratapapurGaunpalika,5,6508,3231,782.985112695476,WardPopulationLumbini.xlsx
6,Lumbini ,PratapapurGaunpalika,6,5085,2558,724.396535660823,WardPopulationLumbini.xlsx
6,Lumbini ,PratapapurGaunpalika,7,5770,2850,486.162484433532,WardPopulationLumbini.xlsx
6,Lumbini ,PratapapurGaunpalika,8,5337,2660,2590.98674504195,WardPopulationLumbini.xlsx
6,Lumbini ,PratapapurGaunpalika,9,6105,3088,591.026103604504,WardPopulationLumbini.xlsx
3,Lumbini ,RamgramMunicipality,1,2786,1406,853.390773332549,WardPopulationLumbini.xlsx
3,Lumbini ,RamgramMunicipality,2,2272,1136,3297.13068363218,WardPopulationLumbini.xlsx
3,Lumbini ,RamgramMunicipality,3,2746,1380,8494.47364269386,WardPopulationLumbini.xlsx
3,Lumbini ,RamgramMunicipality,4,2667,1352,792.405504826483,WardPopulationLumbini.xlsx
3,Lumbini ,RamgramMunicipality,5,1888,907,1381.90596159209,WardPopulationLumbini.xlsx
3,Lumbini ,RamgramMunicipality,6,2097,1052,967.674056736987,WardPopulationLumbini.xlsx
3,Lumbini ,RamgramMunicipality,7,2971,1466,791.016228213107,WardPopulationLumbini.xlsx
3,Lumbini ,RamgramMunicipality,8,2462,1272,675.851883573395,WardPopulationLumbini.xlsx
3,Lumbini ,RamgramMunicipality,9,2719,1359,386.012299865258,WardPopulationLumbini.xlsx
3,Lumbini ,RamgramMunicipality,10,4697,2364,449.996843219931,WardPopulationLumbini.xlsx
3,Lumbini ,RamgramMunicipality,11,1879,943,394.352138620548,WardPopulationLumbini.xlsx
3,Lumbini ,RamgramMunicipality,12,2508,1290,597.434319743132,WardPopulationLumbini.xlsx
3,Lumbini ,RamgramMunicipality,13,1665,829,960.1815867736,WardPopulationLumbini.xlsx
3,Lumbini ,RamgramMunicipality,14,5339,2718,494.649007663122,WardPopulationLumbini.xlsx
3,Lumbini ,RamgramMunicipality,15,5360,2673,795.023980504113,WardPopulationLumbini.xlsx
3,Lumbini ,RamgramMunicipality,16,7657,3841,682.818287223852,WardPopulationLumbini.xlsx
3,Lumbini ,RamgramMunicipality,17,6140,3135,667.521688747248,WardPopulationLumbini.xlsx
3,Lumbini ,RamgramMunicipality,18,6164,3238,670.237497200095,WardPopulationLumbini.xlsx
5,Lumbini ,SarawalGaunpalika,1,6727,3584,400.649019249676,WardPopulationLumbini.xlsx
5,Lumbini ,SarawalGaunpalika,2,6444,3363,586.209396652803,WardPopulationLumbini.xlsx
5,Lumbini ,SarawalGaunpalika,3,6102,3088,512.197124208726,WardPopulationLumbini.xlsx
5,Lumbini ,SarawalGaunpalika,4,5896,3022,603.718438662882,WardPopulationLumbini.xlsx
5,Lumbini ,SarawalGaunpalika,5,4444,2258,792.24540782009,WardPopulationLumbini.xlsx
5,Lumbini ,SarawalGaunpalika,6,6677,3372,588.538354375541,WardPopulationLumbini.xlsx
5,Lumbini ,SarawalGaunpalika,7,5917,2983,873.063218364517,WardPopulationLumbini.xlsx
2,Lumbini ,SunawalMunicipality,1,6799,3637,1761.35059503547,WardPopulationLumbini.xlsx
2,Lumbini ,SunawalMunicipality,2,3990,2102,711.181647021833,WardPopulationLumbini.xlsx
2,Lumbini ,SunawalMunicipality,3,5157,2736,4061.84527653944,WardPopulationLumbini.xlsx
2,Lumbini ,SunawalMunicipality,4,7760,4136,182.307940053484,WardPopulationLumbini.xlsx
2,Lumbini ,SunawalMunicipality,5,3924,2113,3422.05024762772,WardPopulationLumbini.xlsx
2,Lumbini ,SunawalMunicipality,6,4137,2196,210.837742901694,WardPopulationLumbini.xlsx
2,Lumbini ,SunawalMunicipality,7,6215,3250,481.093155116509,WardPopulationLumbini.xlsx
2,Lumbini ,SunawalMunicipality,8,4624,2518,438.495588396785,WardPopulationLumbini.xlsx
2,Lumbini ,SunawalMunicipality,9,4686,2400,499.668540405922,WardPopulationLumbini.xlsx
2,Lumbini ,SunawalMunicipality,10,3032,1631,555.765535864657,WardPopulationLumbini.xlsx
2,Lumbini ,SunawalMunicipality,11,6700,3612,161.481491943411,WardPopulationLumbini.xlsx
2,Lumbini ,SunawalMunicipality,12,8194,4329,1269.79325490906,WardPopulationLumbini.xlsx
2,Lumbini ,SunawalMunicipality,13,6867,3632,519.898122075289,WardPopulationLumbini.xlsx
7,Lumbini ,SustaGaunpalika,1,6834,3586,524.813729139441,WardPopulationLumbini.xlsx
7,Lumbini ,SustaGaunpalika,2,7143,3739,552.999244784036,WardPopulationLumbini.xlsx
7,Lumbini ,SustaGaunpalika,3,6302,3265,520.989933783353,WardPopulationLumbini.xlsx
7,Lumbini ,SustaGaunpalika,4,6797,3557,399.951349157645,WardPopulationLumbini.xlsx
7,Lumbini ,SustaGaunpalika,5,13579,6804,375.104238592262,WardPopulationLumbini.xlsx
2,Lumbini ,ButwalSub-Metropolitian City,1,3377,1658,1031.28012799234,WardPopulationLumbini.xlsx
2,Lumbini ,ButwalSub-Metropolitian City,2,6760,3327,1844.60562004399,WardPopulationLumbini.xlsx
2,Lumbini ,ButwalSub-Metropolitian City,3,11268,5748,3836.89060673472,WardPopulationLumbini.xlsx
2,Lumbini ,ButwalSub-Metropolitian City,4,9115,4545,2342.56558605388,WardPopulationLumbini.xlsx
2,Lumbini ,ButwalSub-Metropolitian City,5,3493,1607,7919.25219406135,WardPopulationLumbini.xlsx
2,Lumbini ,ButwalSub-Metropolitian City,6,7474,3667,3352.20687700262,WardPopulationLumbini.xlsx
